,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus,busmap,state
3096,Glencoe 1,oil,oil,PP,US,7.0,,,,,,1985,,, ,44.7709,-94.1582,,10,,Minnesota,MN
3097,Glencoe 2,oil,oil,PP,US,4.8,,,,,,1998,,, ,44.7709,-94.1582,,11,,Minnesota,MN
3098,Glencoe 3,oil,oil,PP,US,4.8,,,,,,1998,,, ,44.7709,-94.1582,,12,,Minnesota,MN
3099,Glencoe 4,oil,oil,PP,US,4.8,,,,,,2006,,, ,44.7709,-94.1582,,14,,Minnesota,MN
3100,Glencoe 5,oil,oil,PP,US,1.3,,,,,,1957,,, ,44.7709,-94.1582,,5,,Minnesota,MN
3101,Glencoe 6,oil,oil,PP,US,4.1,,,,,,1966,,, ,44.7709,-94.1582,,7,,Minnesota,MN
3102,Glencoe 7,oil,oil,PP,US,5.6,,,,,,1969,,, ,44.7709,-94.1582,,8,,Minnesota,MN
3103,Glencoe 8,oil,oil,PP,US,7.1,,,,,,1973,,, ,44.7709,-94.1582,,9,,Minnesota,MN
3104,Grand Marais 1,oil,oil,PP,US,2.7,,,,,,2004,,, ,47.750278,-90.357222,,7,,Minnesota,MN
3105,Grand Marais 2,oil,oil,PP,US,2.0,,,,,,2004,,, ,47.750278,-90.357222,,8,,Minnesota,MN
3106,Grand Marais 3,oil,oil,PP,US,2.0,,,,,,2004,,, ,47.750278,-90.357222,,9,,Minnesota,MN
3107,Granite Falls 1,hydro,Reservoir,PP,US,0.3,,,,,,1940,,, ,44.811685,-95.53455,,1,,Minnesota,MN
3108,Granite Falls 2,hydro,Reservoir,PP,US,0.2,,,,,,1932,,, ,44.811685,-95.53455,,2,,Minnesota,MN
3109,Granite Falls 3,hydro,Reservoir,PP,US,0.8,,,,,,1986,,, ,44.811685,-95.53455,,HC3,,Minnesota,MN
3110,Hibbing 1,OCGT,OCGT,PP,US,10.0,,,,,,1965,,, ,47.4294,-92.935,,3,,Minnesota,MN
3111,Hibbing 2,OCGT,OCGT,PP,US,19.5,,,,,,1985,,, ,47.4294,-92.935,,5,,Minnesota,MN
3112,Hibbing 3,OCGT,OCGT,PP,US,6.4,,,,,,1996,,, ,47.4294,-92.935,,6,,Minnesota,MN
3113,Hutchinson Plant #1 1,OCGT,OCGT,PP,US,8.8,,,,,,2013,,, ,44.895741,-94.368433,,10,,Minnesota,MN
3114,Hutchinson Plant #1 2,OCGT,OCGT,PP,US,9.8,,,,,,2019,,, ,44.895741,-94.368433,,11,,Minnesota,MN
3115,Hutchinson Plant #1 3,OCGT,OCGT,PP,US,9.8,,,,,,2019,,, ,44.895741,-94.368433,,12,,Minnesota,MN
3116,Janesville 1,oil,oil,PP,US,1.1,,,,,,1965,,, ,44.1172,-93.7073,,1,,Minnesota,MN
3117,Janesville 2,oil,oil,PP,US,1.3,,,,,,1972,,, ,44.1172,-93.7073,,2,,Minnesota,MN
3118,Janesville 3,oil,oil,PP,US,0.7,,,,,,1955,,, ,44.1172,-93.7073,,3,,Minnesota,MN
3119,Janesville 4,oil,oil,PP,US,1.8,,,,,,1998,,, ,44.1172,-93.7073,,4,,Minnesota,MN
3120,Kenyon Municipal 1,oil,oil,PP,US,1.8,,,,,,1997,,, ,44.2718,-92.9848,,5,,Minnesota,MN
3121,Kenyon Municipal 2,oil,oil,PP,US,1.8,,,,,,1997,,, ,44.2718,-92.9848,,6,,Minnesota,MN
3122,Kenyon Municipal 3,oil,oil,PP,US,1.8,,,,,,1997,,, ,44.2718,-92.9848,,7,,Minnesota,MN
3123,Lake Crystal 1,oil,oil,PP,US,0.6,,,,,,1952,,, ,44.106888,-94.219697,,1,,Minnesota,MN
3124,Lake Crystal 2,oil,oil,PP,US,2.0,,,,,,1971,,, ,44.106888,-94.219697,,3,,Minnesota,MN
3125,Lake Crystal 3,oil,oil,PP,US,1.2,,,,,,1955,,, ,44.106888,-94.219697,,4,,Minnesota,MN
3126,Lake Crystal 4,oil,oil,PP,US,2.0,,,,,,1999,,, ,44.106888,-94.219697,,5,,Minnesota,MN
3127,Lanesboro 1,hydro,Reservoir,PP,US,0.3,,,,,,1923,,, ,43.720026,-91.977738,,2,,Minnesota,MN
3128,Lanesboro 2,oil,oil,PP,US,2.3,,,,,,2004,,, ,43.720026,-91.977738,,4,,Minnesota,MN
3129,Litchfield 1,oil,oil,PP,US,2.1,,,,,,1963,,, ,45.128164,-94.53515,,5,,Minnesota,MN
3130,Litchfield 2,oil,oil,PP,US,2.1,,,,,,1963,,, ,45.128164,-94.53515,,6,,Minnesota,MN
3131,Litchfield 3,oil,oil,PP,US,2.3,,,,,,2010,,, ,45.128164,-94.53515,,QS 1,,Minnesota,MN
3132,Litchfield 4,oil,oil,PP,US,2.3,,,,,,2010,,, ,45.128164,-94.53515,,QS 2,,Minnesota,MN
3133,Litchfield 5,oil,oil,PP,US,2.3,,,,,,2010,,, ,45.128164,-94.53515,,QS 3,,Minnesota,MN
3134,Litchfield 6,oil,oil,PP,US,2.3,,,,,,2010,,, ,45.128164,-94.53515,,QS 4,,Minnesota,MN
3135,Litchfield 7,oil,oil,PP,US,2.3,,,,,,2010,,, ,45.128164,-94.53515,,QS 5,,Minnesota,MN
3136,Litchfield 8,oil,oil,PP,US,3.1,,,,,,2021,,, ,45.128164,-94.53515,,QS6,,Minnesota,MN
3137,Litchfield 9,oil,oil,PP,US,3.1,,,,,,2021,,, ,45.128164,-94.53515,,QS7,,Minnesota,MN
3138,Luverne 1,oil,oil,PP,US,3.5,,,,,,1967,,, ,43.654444,-96.201944,,4C,,Minnesota,MN
3139,Luverne 2,oil,oil,PP,US,3.1,,,,,,2022,,, ,43.654444,-96.201944,,5A,,Minnesota,MN
3140,Luverne 3,oil,oil,PP,US,3.1,,,,,,2022,,, ,43.654444,-96.201944,,5B,,Minnesota,MN
3141,Marshall (MN) 1,oil,oil,PP,US,18.0,,,,,,1969,,, ,44.446585,-95.792118,,6,,Minnesota,MN
3142,Melrose 1,oil,oil,PP,US,1.0,,,,,,1945,,, ,45.675,-94.815277,,1,,Minnesota,MN
3143,Melrose 2,oil,oil,PP,US,1.1,,,,,,1948,,, ,45.675,-94.815277,,2,,Minnesota,MN
3144,Melrose 3,oil,oil,PP,US,3.1,,,,,,1969,,, ,45.675,-94.815277,,3,,Minnesota,MN
3145,Melrose 4,oil,oil,PP,US,3.0,,,,,,1969,,, ,45.675,-94.815277,,4,,Minnesota,MN
3146,Moose Lake 1,oil,oil,PP,US,1.3,,,,,,1973,,, ,46.454097,-92.760557,,1,,Minnesota,MN
3147,Moose Lake 2,oil,oil,PP,US,2.1,,,,,,2005,,, ,46.454097,-92.760557,,5,,Minnesota,MN
3148,Moose Lake 3,oil,oil,PP,US,2.1,,,,,,2005,,, ,46.454097,-92.760557,,6,,Minnesota,MN
3149,Moose Lake 4,oil,oil,PP,US,2.1,,,,,,2005,,, ,46.454097,-92.760557,,7,,Minnesota,MN
3150,Moose Lake 5,OCGT,OCGT,PP,US,2.6,,,,,,2019,,, ,46.454097,-92.760557,,8NG,,Minnesota,MN
3151,Mora 1,OCGT,OCGT,PP,US,1.1,,,,,,1957,,, ,45.877088,-93.295137,,2,,Minnesota,MN
3152,Mora 2,OCGT,OCGT,PP,US,5.7,,,,,,1972,,, ,45.877088,-93.295137,,5,,Minnesota,MN
3153,Mora 3,oil,oil,PP,US,7.0,,,,,,1975,,, ,45.877088,-93.295137,,6,,Minnesota,MN
3154,Mountain Lake 1,OCGT,OCGT,PP,US,1.1,,,,,,1954,,, ,43.9405,-94.9434,,2,,Minnesota,MN
3155,Mountain Lake 2,OCGT,OCGT,PP,US,2.0,,,,,,1968,,, ,43.9405,-94.9434,,4,,Minnesota,MN
3156,Mountain Lake 3,OCGT,OCGT,PP,US,1.3,,,,,,1959,,, ,43.9405,-94.9434,,5,,Minnesota,MN
3157,Mountain Lake 4,oil,oil,PP,US,1.8,,,,,,1998,,, ,43.9405,-94.9434,,6,,Minnesota,MN
3158,Mountain Lake 5,oil,oil,PP,US,1.8,,,,,,1998,,, ,43.9405,-94.9434,,7,,Minnesota,MN
3159,Mountain Lake 6,onwind,onwind,PP,US,1.2,,,,,,2007,,, ,43.9405,-94.9434,,8,,Minnesota,MN
3160,New Prague 1,OCGT,OCGT,PP,US,4.4,,,,,,1974,,, ,44.5431,-93.5731,,2,,Minnesota,MN
3161,New Prague 2,OCGT,OCGT,PP,US,2.4,,,,,,1962,,, ,44.5431,-93.5731,,3,,Minnesota,MN
3162,New Prague 3,OCGT,OCGT,PP,US,3.5,,,,,,1968,,, ,44.5431,-93.5731,,4,,Minnesota,MN
3163,New Prague 4,OCGT,OCGT,PP,US,0.6,,,,,,1944,,, ,44.5431,-93.5731,,5,,Minnesota,MN
3164,New Prague 5,OCGT,OCGT,PP,US,6.0,,,,,,1982,,, ,44.5431,-93.5731,,6,,Minnesota,MN
3165,New Ulm 1,OCGT,OCGT,PP,US,6.0,,,,,,1957,,, ,44.3159,-94.4581,,3,,Minnesota,MN
3166,New Ulm 2,OCGT,OCGT,PP,US,15.0,,,,,,1965,,, ,44.3159,-94.4581,,4,,Minnesota,MN
3167,New Ulm 3,oil,oil,PP,US,24.0,,,,,,1975,,, ,44.3159,-94.4581,,5,,Minnesota,MN
3168,New Ulm 4,OCGT,OCGT,PP,US,6.0,,,,,,1997,,, ,44.3159,-94.4581,,6,,Minnesota,MN
3169,New Ulm 5,oil,oil,PP,US,27.5,,,,,,2001,,, ,44.3159,-94.4581,,7,,Minnesota,MN
3170,North Branch (MN) 1,oil,oil,PP,US,2.2,,,,,,2003,,, ,45.510601,-92.979042,,3,,Minnesota,MN
3171,North Branch (MN) 2,oil,oil,PP,US,2.2,,,,,,2003,,, ,45.510601,-92.979042,,4,,Minnesota,MN
3172,North Branch (MN) 3,oil,oil,PP,US,2.2,,,,,,2011,,, ,45.510601,-92.979042,,5,,Minnesota,MN
3173,North Branch (MN) 4,oil,oil,PP,US,2.2,,,,,,2011,,, ,45.510601,-92.979042,,6,,Minnesota,MN
3174,North Branch (MN) 5,oil,oil,PP,US,2.2,,,,,,2011,,, ,45.510601,-92.979042,,7,,Minnesota,MN
3175,Owatonna 1,OCGT,OCGT,PP,US,19.0,,,,,,1982,,, ,44.0833,-93.23,,7,,Minnesota,MN
3176,Preston (MN) 1,oil,oil,PP,US,0.6,,,,,,1949,,, ,43.6661,-92.0831,,4,,Minnesota,MN
3177,Preston (MN) 2,OCGT,OCGT,PP,US,1.1,,,,,,1954,,, ,43.6661,-92.0831,,5,,Minnesota,MN
3178,Preston (MN) 3,OCGT,OCGT,PP,US,2.0,,,,,,1974,,, ,43.6661,-92.0831,,6,,Minnesota,MN
3179,Princeton (MN) 1,oil,oil,PP,US,2.4,,,,,,1978,,, ,45.569468,-93.587244,,3,,Minnesota,MN
3180,Princeton (MN) 2,oil,oil,PP,US,1.2,,,,,,1967,,, ,45.569468,-93.587244,,4,,Minnesota,MN
3181,Princeton (MN) 3,oil,oil,PP,US,1.0,,,,,,1953,,, ,45.569468,-93.587244,,5,,Minnesota,MN
3182,Princeton (MN) 4,oil,oil,PP,US,2.7,,,,,,1963,,, ,45.569468,-93.587244,,6,,Minnesota,MN
3183,Princeton (MN) 5,oil,oil,PP,US,5.0,,,,,,2003,,, ,45.569468,-93.587244,,7,,Minnesota,MN
3184,Rochester Hydro 1,hydro,Reservoir,PP,US,1.3,,,,,,1984,,, ,44.212981,-92.480177,,1,,Minnesota,MN
3185,Rochester Hydro 2,hydro,Reservoir,PP,US,1.3,,,,,,1984,,, ,44.212981,-92.480177,,2,,Minnesota,MN
3186,Redwood Falls 1,oil,oil,PP,US,2.2,,,,,,1970,,, ,44.5431,-95.1178,,6,,Minnesota,MN
3187,Redwood Falls 2,OCGT,OCGT,PP,US,5.8,,,,,,1974,,, ,44.5431,-95.1178,,7,,Minnesota,MN
3188,Redwood Falls 3,hydro,Reservoir,PP,US,0.5,,,,,,2013,,, ,44.5431,-95.1178,,8,,Minnesota,MN
3189,Sleepy Eye 1,oil,oil,PP,US,1.8,,,,,,1999,,, ,44.298116,-94.725191,,1A,,Minnesota,MN
3190,Sleepy Eye 2,oil,oil,PP,US,1.8,,,,,,1996,,, ,44.298116,-94.725191,,5,,Minnesota,MN
3191,Sleepy Eye 3,oil,oil,PP,US,2.0,,,,,,2009,,, ,44.298116,-94.725191,,6,,Minnesota,MN
3192,Sleepy Eye 4,oil,oil,PP,US,2.0,,,,,,2009,,, ,44.298116,-94.725191,,7,,Minnesota,MN
3193,Sleepy Eye 5,oil,oil,PP,US,1.8,,,,,,1995,,, ,44.298116,-94.725191,,IC4,,Minnesota,MN
3194,Sleepy Eye 6,oil,oil,PP,US,2.0,,,,,,2001,,, ,44.298116,-94.725191,,NEW,,Minnesota,MN
3195,Springfield (MN) 1,oil,oil,PP,US,1.8,,,,,,1994,,, ,44.239539,-94.976262,,5,,Minnesota,MN
3196,Springfield (MN) 2,oil,oil,PP,US,1.8,,,,,,1996,,, ,44.239539,-94.976262,,6,,Minnesota,MN
3197,Springfield (MN) 3,oil,oil,PP,US,1.8,,,,,,1998,,, ,44.239539,-94.976262,,7,,Minnesota,MN
3198,Springfield (MN) 4,oil,oil,PP,US,1.8,,,,,,1998,,, ,44.239539,-94.976262,,8,,Minnesota,MN
3199,Springfield (MN) 5,oil,oil,PP,US,1.8,,,,,,2001,,, ,44.239539,-94.976262,,9,,Minnesota,MN
3200,Spring Valley 1,oil,oil,PP,US,1.1,,,,,,1952,,, ,43.687322,-92.389392,,2,,Minnesota,MN
3201,Spring Valley 2,oil,oil,PP,US,2.0,,,,,,1960,,, ,43.687322,-92.389392,,3,,Minnesota,MN
3202,Spring Valley 3,oil,oil,PP,US,2.0,,,,,,2009,,, ,43.687322,-92.389392,,4,,Minnesota,MN
3203,Spring Valley 4,oil,oil,PP,US,2.0,,,,,,2009,,, ,43.687322,-92.389392,,5,,Minnesota,MN
3204,Thief River Falls 1,hydro,Reservoir,PP,US,0.3,,,,,,1927,,, ,48.114262,-96.179176,,HY1,,Minnesota,MN
3205,Thief River Falls 2,hydro,Reservoir,PP,US,0.2,,,,,,1927,,, ,48.114262,-96.179176,,HY2,,Minnesota,MN
3206,Thief River Falls 3,oil,oil,PP,US,2.2,,,,,,1956,,, ,48.114262,-96.179176,,IC1,,Minnesota,MN
3207,Thief River Falls 4,oil,oil,PP,US,1.2,,,,,,1952,,, ,48.114262,-96.179176,,IC2,,Minnesota,MN
3208,Thief River Falls 5,oil,oil,PP,US,1.2,,,,,,2001,,, ,48.114262,-96.179176,,IC3A,,Minnesota,MN
3209,Thief River Falls 6,oil,oil,PP,US,1.4,,,,,,1948,,, ,48.114262,-96.179176,,IC4,,Minnesota,MN
3210,Truman 1,oil,oil,PP,US,2.2,,,,,,1975,,, ,43.828415,-94.436908,,3,,Minnesota,MN
3211,Truman 2,oil,oil,PP,US,1.8,,,,,,1997,,, ,43.828415,-94.436908,,6,,Minnesota,MN
3212,Truman 3,oil,oil,PP,US,2.2,,,,,,2005,,, ,43.828415,-94.436908,,7,,Minnesota,MN
3213,Virginia 1,OCGT,OCGT,PP,US,7.5,,,,,,1954,,, ,47.522428,-92.540951,,5,,Minnesota,MN
3214,Virginia 2,OCGT,OCGT,PP,US,18.7,,,,,,1971,,, ,47.522428,-92.540951,,6,,Minnesota,MN
3215,Wells IC 1,OCGT,OCGT,PP,US,1.3,,,,,,1953,,, ,43.74453,-93.724129,,1,,Minnesota,MN
3216,Wells IC 2,OCGT,OCGT,PP,US,1.3,,,,,,1957,,, ,43.74453,-93.724129,,2,,Minnesota,MN
3217,Wells IC 3,OCGT,OCGT,PP,US,2.3,,,,,,1966,,, ,43.74453,-93.724129,,4,,Minnesota,MN
3218,Wells IC 4,OCGT,OCGT,PP,US,2.3,,,,,,1975,,, ,43.74453,-93.724129,,5,,Minnesota,MN
3219,Wells IC 5,oil,oil,PP,US,1.8,,,,,,2022,,, ,43.74453,-93.724129,,6,,Minnesota,MN
3220,Westbrook 1,oil,oil,PP,US,2.3,,,,,,2003,,, ,44.0399,-95.4429,,5,,Minnesota,MN
3221,Willmar 1,onwind,onwind,PP,US,2.0,,,,,,2009,,, ,45.121705,-95.053236,,WTG3,,Minnesota,MN
3222,Willmar 2,onwind,onwind,PP,US,2.0,,,,,,2009,,, ,45.121705,-95.053236,,WTG4,,Minnesota,MN
3223,Windom 1,oil,oil,PP,US,1.8,,,,,,2001,,, ,43.86811,-95.114444,,CAT2,,Minnesota,MN
3224,Windom 2,oil,oil,PP,US,1.8,,,,,,2001,,, ,43.86811,-95.114444,,CAT3,,Minnesota,MN
3225,Windom 3,oil,oil,PP,US,1.8,,,,,,2001,,, ,43.86811,-95.114444,,CAT4,,Minnesota,MN
3226,Worthington 1,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.63349,-95.609234,,1,,Minnesota,MN
3227,Worthington 2,onwind,onwind,PP,US,0.9,,,,,,2002,,, ,43.63349,-95.609234,,10,,Minnesota,MN
3228,Worthington 3,onwind,onwind,PP,US,0.9,,,,,,2002,,, ,43.63349,-95.609234,,11,,Minnesota,MN
3229,Worthington 4,onwind,onwind,PP,US,1.0,,,,,,2003,,, ,43.63349,-95.609234,,12,,Minnesota,MN
3230,Worthington 5,onwind,onwind,PP,US,1.0,,,,,,2003,,, ,43.63349,-95.609234,,13,,Minnesota,MN
3231,Worthington 6,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.63349,-95.609234,,2,,Minnesota,MN
3232,Worthington 7,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.63349,-95.609234,,3,,Minnesota,MN
3233,Worthington 8,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.63349,-95.609234,,4,,Minnesota,MN
3234,Worthington 9,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.63349,-95.609234,,5,,Minnesota,MN
3235,Worthington 10,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.63349,-95.609234,,6,,Minnesota,MN
3236,Worthington 11,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.63349,-95.609234,,7,,Minnesota,MN
3237,Worthington 12,onwind,onwind,PP,US,0.9,,,,,,2002,,, ,43.63349,-95.609234,,8,,Minnesota,MN
3238,Worthington 13,onwind,onwind,PP,US,0.9,,,,,,2002,,, ,43.63349,-95.609234,,9,,Minnesota,MN
3239,Cambridge CT Hybrid 1,oil,oil,PP,US,25.1,,,,,,1978,,, ,45.601,-93.2081,,GT1,,Minnesota,MN
3240,Cambridge CT Hybrid 2,OCGT,OCGT,PP,US,169.2,,,,,,2007,,, ,45.601,-93.2081,,GT2,,Minnesota,MN
3241,Elk River 1,OCGT,OCGT,PP,US,191.3,,,,,,2009,,, ,45.296797,-93.558447,,CT,,Minnesota,MN
3242,Maple Lake 1,oil,oil,PP,US,25.0,,,,,,1978,,, ,45.229073,-94.009673,,5A,,Minnesota,MN
3243,Chevron Oil 1,OCGT,OCGT,PP,US,16.6,,,,,,1967,,, ,30.34,-88.4919,,1,,Mississippi,MS
3244,Chevron Oil 2,OCGT,OCGT,PP,US,16.6,,,,,,1967,,, ,30.34,-88.4919,,2,,Mississippi,MS
3245,Chevron Oil 3,OCGT,OCGT,PP,US,18.0,,,,,,1971,,, ,30.34,-88.4919,,3,,Mississippi,MS
3246,Chevron Oil 4,OCGT,OCGT,PP,US,18.0,,,,,,1971,,, ,30.34,-88.4919,,4,,Mississippi,MS
3247,Chevron Oil 5,OCGT,OCGT,PP,US,101.3,,,,,,1994,,, ,30.34,-88.4919,,5,,Mississippi,MS
3248,Sweatt 1,OCGT,OCGT,PP,US,41.9,,,,,,1971,,, ,32.2925,-88.7461,,A,,Mississippi,MS
3249,Jack Watson 1,OCGT,OCGT,PP,US,299.2,,,,,,1968,,,2023,30.4392,-89.0286,,4,,Mississippi,MS
3250,Jack Watson 2,OCGT,OCGT,PP,US,578.0,,,,,,1973,,, ,30.4392,-89.0286,,5,,Mississippi,MS
3251,Jack Watson 3,OCGT,OCGT,PP,US,41.9,,,,,,1970,,, ,30.4392,-89.0286,,A,,Mississippi,MS
3252,Baxter Wilson 1,OCGT,OCGT,PP,US,544.6,,,,,,1967,,, ,32.2831,-90.9306,,1,,Mississippi,MS
3253,L L Wilkins 1,CCGT,CCGT,PP,US,6.0,,,,,,1996,,, ,34.1845,-90.562662,,6,,Mississippi,MS
3254,L L Wilkins 2,CCGT,CCGT,PP,US,7.5,,,,,,1961,,, ,34.1845,-90.562662,,7,,Mississippi,MS
3255,L L Wilkins 3,CCGT,CCGT,PP,US,16.2,,,,,,1965,,, ,34.1845,-90.562662,,8,,Mississippi,MS
3256,L L Wilkins 4,CCGT,CCGT,PP,US,25.5,,,,,,1971,,, ,34.1845,-90.562662,,9,,Mississippi,MS
3257,Yazoo 1,CCGT,CCGT,PP,US,5.0,,,,,,1945,,, ,32.8458,-90.4211,,2,,Mississippi,MS
3258,Yazoo 2,CCGT,CCGT,PP,US,12.6,,,,,,1954,,, ,32.8458,-90.4211,,3,,Mississippi,MS
3259,Yazoo 3,CCGT,CCGT,PP,US,16.5,,,,,,1968,,, ,32.8458,-90.4211,,GT1,,Mississippi,MS
3260,Benndale 1,OCGT,OCGT,PP,US,14.2,,,,,,2020,,, ,30.8889,-88.8054,,BENU1,,Mississippi,MS
3261,Benndale 2,OCGT,OCGT,PP,US,14.2,,,,,,2020,,, ,30.8889,-88.8054,,BENU2,,Mississippi,MS
3262,Moselle 1,CCGT,CCGT,PP,US,59.0,,,,,,1970,,, ,31.528,-89.3004,,1,,Mississippi,MS
3263,Moselle 2,CCGT,CCGT,PP,US,59.0,,,,,,1970,,, ,31.528,-89.3004,,2,,Mississippi,MS
3264,Moselle 3,OCGT,OCGT,PP,US,59.0,,,,,,1970,,,2025,31.528,-89.3004,,3,,Mississippi,MS
3265,Moselle 4,OCGT,OCGT,PP,US,83.0,,,,,,1997,,, ,31.528,-89.3004,,4,,Mississippi,MS
3266,Moselle 5,OCGT,OCGT,PP,US,83.5,,,,,,2006,,, ,31.528,-89.3004,,5,,Mississippi,MS
3267,Moselle 6,CCGT,CCGT,PP,US,83.5,,,,,,2012,,, ,31.528,-89.3004,,GTG1,,Mississippi,MS
3268,Moselle 7,CCGT,CCGT,PP,US,83.5,,,,,,2012,,, ,31.528,-89.3004,,GTG2,,Mississippi,MS
3269,Hibbing 1,coal,coal,PP,US,10.0,,,,,,1965,,,,47.7395,-92.3624,,,,Minnesota,MN
3270,Hibbing 2,coal,coal,PP,US,19.5,,,,,,1985,,,,47.7395,-92.3624,,,,Minnesota,MN
3271,Hibbing 3,coal,coal,PP,US,6.4,,,,,,1996,,,,47.7395,-92.3624,,,,Minnesota,MN
3272,Hawthorn 1,coal,coal,PP,US,569.0,,,,,,1969,,, ,39.1306,-94.4778,,5,,Missouri,MO
3273,Hawthorn 2,CCGT,CCGT,PP,US,170.0,,,,,,1997,,, ,39.1306,-94.4778,,6,,Missouri,MO
3274,Hawthorn 3,OCGT,OCGT,PP,US,82.2,,,,,,2000,,, ,39.1306,-94.4778,,7,,Missouri,MO
3275,Hawthorn 4,OCGT,OCGT,PP,US,82.2,,,,,,2000,,, ,39.1306,-94.4778,,8,,Missouri,MO
3276,Hawthorn 5,CCGT,CCGT,PP,US,142.8,,,,,,2000,,, ,39.1306,-94.4778,,9,,Missouri,MO
3277,Northeast (MO) 1,oil,oil,PP,US,50.0,,,,,,1972,,, ,39.1228,-94.5606,,11,,Missouri,MO
3278,Northeast (MO) 2,oil,oil,PP,US,50.0,,,,,,1972,,, ,39.1228,-94.5606,,12,,Missouri,MO
3279,Northeast (MO) 3,oil,oil,PP,US,64.7,,,,,,1975,,, ,39.1228,-94.5606,,13,,Missouri,MO
3280,Northeast (MO) 4,oil,oil,PP,US,64.7,,,,,,1975,,, ,39.1228,-94.5606,,14,,Missouri,MO
3281,Northeast (MO) 5,oil,oil,PP,US,64.7,,,,,,1976,,, ,39.1228,-94.5606,,15,,Missouri,MO
3282,Northeast (MO) 6,oil,oil,PP,US,64.7,,,,,,1976,,, ,39.1228,-94.5606,,16,,Missouri,MO
3283,Northeast (MO) 7,oil,oil,PP,US,64.7,,,,,,1977,,, ,39.1228,-94.5606,,17,,Missouri,MO
3284,Northeast (MO) 8,oil,oil,PP,US,64.7,,,,,,1977,,, ,39.1228,-94.5606,,18,,Missouri,MO
3285,Northeast (MO) 9,oil,oil,PP,US,2.0,,,,,,1985,,, ,39.1228,-94.5606,,19,,Missouri,MO
3286,Fairgrounds 1,oil,oil,PP,US,68.3,,,,,,1974,,, ,38.5935,-92.2206,,1,,Missouri,MO
3287,Nevada 1,oil,oil,PP,US,22.0,,,,,,1974,,, ,37.8503,-94.3444,,1,,Missouri,MO
3288,Ralph Green 1,OCGT,OCGT,PP,US,85.0,,,,,,1981,,, ,38.78758,-94.277689,,3,,Missouri,MO
3289,Lake Road (MO) 1,OCGT,OCGT,PP,US,23.0,,,,,,1950,,, ,39.7246,-94.8773,,1,,Missouri,MO
3290,Lake Road (MO) 2,OCGT,OCGT,PP,US,25.0,,,,,,1958,,, ,39.7246,-94.8773,,2,,Missouri,MO
3291,Lake Road (MO) 3,OCGT,OCGT,PP,US,12.5,,,,,,1962,,, ,39.7246,-94.8773,,3,,Missouri,MO
3292,Lake Road (MO) 4,OCGT,OCGT,PP,US,90.0,,,,,,1966,,,2024,39.7246,-94.8773,,4,,Missouri,MO
3293,Lake Road (MO) 5,OCGT,OCGT,PP,US,85.0,,,,,,1974,,, ,39.7246,-94.8773,,5,,Missouri,MO
3294,Lake Road (MO) 6,oil,oil,PP,US,24.0,,,,,,1989,,, ,39.7246,-94.8773,,6,,Missouri,MO
3295,Lake Road (MO) 7,oil,oil,PP,US,18.9,,,,,,1990,,, ,39.7246,-94.8773,,7,,Missouri,MO
3296,Niangua 1,hydro,Reservoir,PP,US,1.5,,,,,,1930,,, ,37.9385,-92.847701,,1,,Missouri,MO
3297,Niangua 2,hydro,Reservoir,PP,US,1.5,,,,,,1930,,, ,37.9385,-92.847701,,2,,Missouri,MO
3298,Labadie 1,coal,coal,PP,US,573.7,,,,,,1970,,, ,38.562244,-90.837686,,1,,Missouri,MO
3299,Labadie 2,coal,coal,PP,US,573.7,,,,,,1971,,, ,38.562244,-90.837686,,2,,Missouri,MO
3300,Labadie 3,coal,coal,PP,US,621.0,,,,,,1972,,, ,38.562244,-90.837686,,3,,Missouri,MO
3301,Labadie 4,coal,coal,PP,US,621.0,,,,,,1973,,, ,38.562244,-90.837686,,4,,Missouri,MO
3302,Osage Dam 1,hydro,Reservoir,PP,US,27.5,,,,,,1931,,, ,38.2044,-92.6239,,1,,Missouri,MO
3303,Osage Dam 2,hydro,Reservoir,PP,US,27.5,,,,,,1931,,, ,38.2044,-92.6239,,2,,Missouri,MO
3304,Osage Dam 3,hydro,Reservoir,PP,US,27.5,,,,,,1931,,, ,38.2044,-92.6239,,3,,Missouri,MO
3305,Osage Dam 4,hydro,Reservoir,PP,US,27.5,,,,,,1931,,, ,38.2044,-92.6239,,4,,Missouri,MO
3306,Osage Dam 5,hydro,Reservoir,PP,US,27.5,,,,,,1931,,, ,38.2044,-92.6239,,5,,Missouri,MO
3307,Osage Dam 6,hydro,Reservoir,PP,US,27.5,,,,,,1931,,, ,38.2044,-92.6239,,6,,Missouri,MO
3308,Osage Dam 7,hydro,Reservoir,PP,US,21.5,,,,,,1953,,, ,38.2044,-92.6239,,7,,Missouri,MO
3309,Osage Dam 8,hydro,Reservoir,PP,US,21.5,,,,,,1953,,, ,38.2044,-92.6239,,8,,Missouri,MO
