,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus,busmap,state
2881,Grand Rapids 3,hydro,Reservoir,PP,US,1.5,,,,,,1945,,, ,45.3547,-87.6494,,3,,Michigan,MI
2882,Grand Rapids 4,hydro,Reservoir,PP,US,1.9,,,,,,1918,,, ,45.3547,-87.6494,,4,,Michigan,MI
2883,Grand Rapids 5,hydro,Reservoir,PP,US,1.9,,,,,,1923,,, ,45.3547,-87.6494,,5,,Michigan,MI
2884,Crystal Falls 1,hydro,Reservoir,PP,US,0.3,,,,,,1914,,, ,46.106278,-88.334531,,1,,Michigan,MI
2885,Crystal Falls 2,hydro,Reservoir,PP,US,0.3,,,,,,1924,,, ,46.106278,-88.334531,,2,,Michigan,MI
2886,Crystal Falls 3,hydro,Reservoir,PP,US,0.4,,,,,,1954,,, ,46.106278,-88.334531,,3,,Michigan,MI
2887,Hart 1,OCGT,OCGT,PP,US,1.4,,,,,,1964,,, ,43.704076,-86.366256,,4,,Michigan,MI
2888,Hart 2,oil,oil,PP,US,1.7,,,,,,1985,,, ,43.704076,-86.366256,,IC1,,Michigan,MI
2889,Hart 3,oil,oil,PP,US,2.0,,,,,,1985,,, ,43.704076,-86.366256,,IC3,,Michigan,MI
2890,Hillsdale 1,OCGT,OCGT,PP,US,5.6,,,,,,1973,,, ,41.9061,-84.6319,,5,,Michigan,MI
2891,Hillsdale 2,OCGT,OCGT,PP,US,6.0,,,,,,1976,,, ,41.9061,-84.6319,,6,,Michigan,MI
2892,Plant Four 1,oil,oil,PP,US,24.0,,,,,,1979,,, ,46.575965,-87.403579,,CT1,,Michigan,MI
2893,James R Smith 1,hydro,Reservoir,PP,US,1.6,,,,,,1919,,, ,46.571639,-87.410455,,1,,Michigan,MI
2894,James R Smith 2,hydro,Reservoir,PP,US,1.6,,,,,,1922,,, ,46.571639,-87.410455,,2,,Michigan,MI
2895,Marshall (MI) 1,hydro,Reservoir,PP,US,0.2,,,,,,1928,,, ,42.2717,-84.9411,,1,,Michigan,MI
2896,Marshall (MI) 2,hydro,Reservoir,PP,US,0.1,,,,,,1929,,, ,42.2717,-84.9411,,3,,Michigan,MI
2897,Marshall (MI) 3,OCGT,OCGT,PP,US,2.1,,,,,,1973,,, ,42.2717,-84.9411,,IC3,,Michigan,MI
2898,Marshall (MI) 4,OCGT,OCGT,PP,US,1.7,,,,,,1948,,, ,42.2717,-84.9411,,IC5,,Michigan,MI
2899,Marshall (MI) 5,OCGT,OCGT,PP,US,5.7,,,,,,1978,,, ,42.2717,-84.9411,,IC6,,Michigan,MI
2900,Newberry 1,oil,oil,PP,US,3.0,,,,,,1974,,, ,46.351975,-85.506408,,1,,Michigan,MI
2901,Newberry 2,oil,oil,PP,US,0.7,,,,,,1948,,, ,46.351975,-85.506408,,2,,Michigan,MI
2902,Newberry 3,oil,oil,PP,US,1.8,,,,,,1988,,, ,46.351975,-85.506408,,4,,Michigan,MI
2903,Norway (MI) 1,hydro,Reservoir,PP,US,2.7,,,,,,1905,,, ,45.74123,-87.86278,,1,,Michigan,MI
2904,Norway (MI) 2,hydro,Reservoir,PP,US,1.2,,,,,,1905,,, ,45.74123,-87.86278,,2,,Michigan,MI
2905,Norway (MI) 3,hydro,Reservoir,PP,US,1.2,,,,,,1988,,, ,45.74123,-87.86278,,3,,Michigan,MI
2906,Norway (MI) 4,hydro,Reservoir,PP,US,1.2,,,,,,1986,,, ,45.74123,-87.86278,,4,,Michigan,MI
2907,Frank Jenkins 1,oil,oil,PP,US,0.8,,,,,,1950,,, ,42.868611,-84.895555,,4,,Michigan,MI
2908,Frank Jenkins 2,oil,oil,PP,US,2.0,,,,,,1995,,, ,42.868611,-84.895555,,5,,Michigan,MI
2909,Frank Jenkins 3,oil,oil,PP,US,1.0,,,,,,2002,,, ,42.868611,-84.895555,,6,,Michigan,MI
2910,St Louis 1,oil,oil,PP,US,1.3,,,,,,1958,,, ,43.4019,-84.6014,,1,,Michigan,MI
2911,St Louis 2,oil,oil,PP,US,0.6,,,,,,1945,,, ,43.4019,-84.6014,,2,,Michigan,MI
2912,St Louis 3,oil,oil,PP,US,0.9,,,,,,1951,,, ,43.4019,-84.6014,,3,,Michigan,MI
2913,St Louis 4,hydro,Reservoir,PP,US,0.2,,,,,,1919,,, ,43.4019,-84.6014,,5,,Michigan,MI
2914,St Louis 5,hydro,Reservoir,PP,US,0.2,,,,,,1919,,, ,43.4019,-84.6014,,6,,Michigan,MI
2915,St Louis 6,oil,oil,PP,US,1.1,,,,,,1996,,, ,43.4019,-84.6014,,7,,Michigan,MI
2916,St Louis 7,oil,oil,PP,US,1.5,,,,,,2003,,, ,43.4019,-84.6014,,8,,Michigan,MI
2917,St Louis 8,oil,oil,PP,US,1.3,,,,,,2003,,, ,43.4019,-84.6014,,9,,Michigan,MI
2918,Main Street (MI) 1,oil,oil,PP,US,1.0,,,,,,1961,,, ,43.732508,-83.453306,,1,,Michigan,MI
2919,Main Street (MI) 2,oil,oil,PP,US,0.9,,,,,,1947,,, ,43.732508,-83.453306,,2,,Michigan,MI
2920,Main Street (MI) 3,oil,oil,PP,US,1.1,,,,,,1966,,, ,43.732508,-83.453306,,3,,Michigan,MI
2921,Main Street (MI) 4,oil,oil,PP,US,1.3,,,,,,1966,,, ,43.732508,-83.453306,,4,,Michigan,MI
2922,Main Street (MI) 5,oil,oil,PP,US,1.1,,,,,,1979,,, ,43.732508,-83.453306,,5,,Michigan,MI
2923,Main Street (MI) 6,oil,oil,PP,US,0.6,,,,,,1967,,, ,43.732508,-83.453306,,6,,Michigan,MI
2924,Sturgis City Diesel Plant 1,OCGT,OCGT,PP,US,6.0,,,,,,1981,,, ,41.7992,-85.4256,,6,,Michigan,MI
2925,Hydro Plant 1,hydro,Reservoir,PP,US,0.4,,,,,,1911,,, ,41.9711,-85.5381,,1,,Michigan,MI
2926,Hydro Plant 2,hydro,Reservoir,PP,US,0.4,,,,,,1911,,, ,41.9711,-85.5381,,2,,Michigan,MI
2927,Hydro Plant 3,hydro,Reservoir,PP,US,0.7,,,,,,1983,,, ,41.9711,-85.5381,,3,,Michigan,MI
2928,Hydro Plant 4,hydro,Reservoir,PP,US,0.7,,,,,,1983,,, ,41.9711,-85.5381,,4,,Michigan,MI
2929,Saint Marys Falls 1,hydro,Reservoir,PP,US,6.2,,,,,,1951,,, ,46.50625,-84.349267,,1,,Michigan,MI
2930,Saint Marys Falls 2,hydro,Reservoir,PP,US,2.6,,,,,,1932,,, ,46.50625,-84.349267,,10,,Michigan,MI
2931,Saint Marys Falls 3,hydro,Reservoir,PP,US,6.2,,,,,,1951,,, ,46.50625,-84.349267,,2,,Michigan,MI
2932,Saint Marys Falls 4,hydro,Reservoir,PP,US,6.2,,,,,,1952,,, ,46.50625,-84.349267,,3,,Michigan,MI
2933,Saint Marys Falls 5,hydro,Reservoir,PP,US,2.5,,,,,,1954,,, ,46.50625,-84.349267,,3A,,Michigan,MI
2934,Wyandotte 1,OCGT,OCGT,PP,US,11.5,,,,,,1948,,,2026,42.2081,-83.1453,,4,,Ohio,OH
2935,Wyandotte 2,OCGT,OCGT,PP,US,32.0,,,,,,1986,,,2026,42.2081,-83.1453,,7,,Ohio,OH
2936,Wyandotte 3,oil,oil,PP,US,1.8,,,,,,2007,,, ,42.2081,-83.1453,,DG1,,Ohio,OH
2937,Wyandotte 4,oil,oil,PP,US,1.8,,,,,,2007,,, ,42.2081,-83.1453,,DG2,,Ohio,OH
2938,Wyandotte 5,oil,oil,PP,US,1.8,,,,,,2007,,, ,42.2081,-83.1453,,DG3,,Ohio,OH
2939,Zeeland 1,OCGT,OCGT,PP,US,1.4,,,,,,1966,,, ,42.8067,-86.0558,,1,,Michigan,MI
2940,Zeeland 2,OCGT,OCGT,PP,US,5.6,,,,,,1974,,, ,42.8067,-86.0558,,10,,Michigan,MI
2941,Zeeland 3,OCGT,OCGT,PP,US,6.0,,,,,,1980,,, ,42.8067,-86.0558,,11,,Michigan,MI
2942,Zeeland 4,OCGT,OCGT,PP,US,1.1,,,,,,1967,,, ,42.8067,-86.0558,,2,,Michigan,MI
2943,Zeeland 5,OCGT,OCGT,PP,US,2.0,,,,,,1957,,, ,42.8067,-86.0558,,7,,Michigan,MI
2944,Zeeland 6,OCGT,OCGT,PP,US,1.7,,,,,,1963,,, ,42.8067,-86.0558,,8,,Michigan,MI
2945,Zeeland 7,OCGT,OCGT,PP,US,4.5,,,,,,1971,,, ,42.8067,-86.0558,,9,,Michigan,MI
2946,Dafter 1,oil,oil,PP,US,2.0,,,,,,2021,,, ,46.37437,-84.41723,,1C,,Michigan,MI
2947,Dafter 2,oil,oil,PP,US,2.0,,,,,,2021,,, ,46.37437,-84.41723,,2C,,Michigan,MI
2948,Dafter 3,oil,oil,PP,US,2.0,,,,,,2021,,, ,46.37437,-84.41723,,3C,,Michigan,MI
2949,Dafter 4,oil,oil,PP,US,3.0,,,,,,1960,,, ,46.37437,-84.41723,,4,,Michigan,MI
2950,Dafter 5,oil,oil,PP,US,2.0,,,,,,2021,,, ,46.37437,-84.41723,,4C,,Michigan,MI
2951,Kleber 1,hydro,Reservoir,PP,US,0.6,,,,,,1949,,, ,45.391984,-84.333257,,K1,,Michigan,MI
2952,Kleber 2,hydro,Reservoir,PP,US,0.6,,,,,,1949,,, ,45.391984,-84.333257,,K2,,Michigan,MI
2953,Kleber 3,hydro,Reservoir,PP,US,0.3,,,,,,1925,,, ,45.391984,-84.333257,,T1,,Michigan,MI
2954,Kleber 4,hydro,Reservoir,PP,US,0.3,,,,,,1925,,, ,45.391984,-84.333257,,T2,,Michigan,MI
2955,Tower 1,oil,oil,PP,US,21.3,,,,,,1971,,, ,45.36282,-84.29497,,GT4,,Michigan,MI
2956,Caro 1,oil,oil,PP,US,1.3,,,,,,1949,,, ,43.4659,-83.3278,,1,,Michigan,MI
2957,Caro 2,oil,oil,PP,US,1.3,,,,,,1949,,, ,43.4659,-83.3278,,2,,Michigan,MI
2958,Caro 3,oil,oil,PP,US,1.3,,,,,,1952,,, ,43.4659,-83.3278,,3,,Michigan,MI
2959,Caro 4,oil,oil,PP,US,1.5,,,,,,1984,,, ,43.4659,-83.3278,,4,,Michigan,MI
2960,Caro 5,oil,oil,PP,US,2.0,,,,,,1999,,, ,43.4659,-83.3278,,5,,Michigan,MI
2961,Caro 6,oil,oil,PP,US,2.0,,,,,,2000,,, ,43.4659,-83.3278,,6,,Michigan,MI
2962,Ubly 1,oil,oil,PP,US,0.6,,,,,,1938,,, ,43.7217,-82.9388,,1,,Michigan,MI
2963,Ubly 2,oil,oil,PP,US,0.7,,,,,,1938,,, ,43.7217,-82.9388,,2,,Michigan,MI
2964,Ubly 3,oil,oil,PP,US,0.7,,,,,,1938,,, ,43.7217,-82.9388,,3,,Michigan,MI
2965,Ubly 4,oil,oil,PP,US,0.9,,,,,,1947,,, ,43.7217,-82.9388,,4,,Michigan,MI
2966,Ubly 5,oil,oil,PP,US,1.5,,,,,,1987,,, ,43.7217,-82.9388,,5,,Michigan,MI
2967,Ubly 6,oil,oil,PP,US,1.5,,,,,,1993,,, ,43.7217,-82.9388,,6,,Michigan,MI
2968,Ubly 7,oil,oil,PP,US,2.5,,,,,,2000,,, ,43.7217,-82.9388,,7,,Michigan,MI
2969,Ubly 8,oil,oil,PP,US,2.5,,,,,,2001,,, ,43.7217,-82.9388,,8,,Michigan,MI
2970,Ubly 9,oil,oil,PP,US,1.5,,,,,,2002,,, ,43.7217,-82.9388,,9,,Michigan,MI
2971,George Johnson 1,OCGT,OCGT,PP,US,25.0,,,,,,2000,,, ,43.8393,-85.426,,10,,Michigan,MI
2972,George Johnson 2,oil,oil,PP,US,1.0,,,,,,1993,,, ,43.8393,-85.426,,11,,Michigan,MI
2973,George Johnson 3,OCGT,OCGT,PP,US,25.0,,,,,,2000,,, ,43.8393,-85.426,,9,,Michigan,MI
2974,Claude Vandyke 1,OCGT,OCGT,PP,US,24.8,,,,,,2001,,, ,42.731,-85.8551,,8,,Michigan,MI
2975,Vestaburg 1,OCGT,OCGT,PP,US,23.7,,,,,,1972,,, ,43.4016,-84.9141,,8,,Michigan,MI
2976,Syl Laskin 1,OCGT,OCGT,PP,US,58.0,,,,,,1953,,, ,47.5306,-92.1619,,1,,Minnesota,MN
2977,Syl Laskin 2,OCGT,OCGT,PP,US,58.0,,,,,,1953,,, ,47.5306,-92.1619,,2,,Minnesota,MN
2978,Blanchard 1,hydro,Reservoir,PP,US,6.0,,,,,,1925,,, ,45.8614,-94.3592,,1,,Minnesota,MN
2979,Blanchard 2,hydro,Reservoir,PP,US,6.0,,,,,,1925,,, ,45.8614,-94.3592,,2,,Minnesota,MN
2980,Blanchard 3,hydro,Reservoir,PP,US,6.0,,,,,,1988,,, ,45.8614,-94.3592,,3,,Minnesota,MN
2981,St Clair 1,coal,coal,PP,US,156.2,,,,,,1953,,,2022,43.0162,-82.6483,,,,Michigan,MI
2982,St Clair 2,coal,coal,PP,US,156.2,,,,,,1954,,,2022,43.0162,-82.6483,,,,Michigan,MI
2983,St Clair 3,coal,coal,PP,US,352.7,,,,,,1961,,,2022,43.0162,-82.6483,,,,Michigan,MI
2984,St Clair 4,coal,coal,PP,US,544.5,,,,,,1969,,,2022,43.0162,-82.6483,,,,Michigan,MI
2985,Trenton Channel 1,coal,coal,PP,US,535.5,,,,,,1968,,,2022,42.2791,-83.3362,,,,Michigan,MI
2986,Erickson Station 1,coal,coal,PP,US,154.7,,,,,,1973,,,2025,42.5886,-84.7733,,,,Michigan,MI
2987,Clay Boswell 1,coal,coal,PP,US,364.5,,,,,,1973,,, ,47.2611,-93.6528,,3,,Minnesota,MN
2988,Clay Boswell 2,coal,coal,PP,US,558.0,,,,,,1980,,, ,47.2611,-93.6528,,4,,Minnesota,MN
2989,Clay Boswell 3,oil,oil,PP,US,0.8,,,,,,1980,,, ,47.2611,-93.6528,,D4,,Minnesota,MN
2990,Fond Du Lac 1,hydro,Reservoir,PP,US,12.0,,,,,,1924,,, ,46.666768,-92.293897,,1,,Minnesota,MN
2991,Knife Falls 1,hydro,Reservoir,PP,US,0.8,,,,,,1922,,, ,46.726627,-92.448619,,1,,Minnesota,MN
2992,Knife Falls 2,hydro,Reservoir,PP,US,0.8,,,,,,1922,,, ,46.726627,-92.448619,,2,,Minnesota,MN
2993,Knife Falls 3,hydro,Reservoir,PP,US,0.8,,,,,,1922,,, ,46.726627,-92.448619,,3,,Minnesota,MN
2994,Little Falls (MN) 1,hydro,Reservoir,PP,US,0.8,,,,,,1919,,, ,45.975013,-94.369094,,1,,Minnesota,MN
2995,Little Falls (MN) 2,hydro,Reservoir,PP,US,0.8,,,,,,1919,,, ,45.975013,-94.369094,,2,,Minnesota,MN
2996,Little Falls (MN) 3,hydro,Reservoir,PP,US,1.0,,,,,,1920,,, ,45.975013,-94.369094,,3,,Minnesota,MN
2997,Little Falls (MN) 4,hydro,Reservoir,PP,US,1.2,,,,,,1979,,, ,45.975013,-94.369094,,4,,Minnesota,MN
2998,Little Falls (MN) 5,hydro,Reservoir,PP,US,0.4,,,,,,1906,,, ,45.975013,-94.369094,,5,,Minnesota,MN
2999,Little Falls (MN) 6,hydro,Reservoir,PP,US,0.4,,,,,,1906,,, ,45.975013,-94.369094,,6,,Minnesota,MN
3000,M L Hibbard 1,waste,biomass,PP,US,35.3,,,,,,1949,,, ,46.735331,-92.151711,,3,,Minnesota,MN
3001,M L Hibbard 2,waste,biomass,PP,US,37.5,,,,,,1951,,, ,46.735331,-92.151711,,4,,Minnesota,MN
3002,Pillager 1,hydro,Reservoir,PP,US,0.8,,,,,,1917,,, ,46.316033,-94.484944,,1,,Minnesota,MN
3003,Pillager 2,hydro,Reservoir,PP,US,0.8,,,,,,1917,,, ,46.316033,-94.484944,,2,,Minnesota,MN
3004,Scanlon 1,hydro,Reservoir,PP,US,0.4,,,,,,1923,,, ,46.709126,-92.421733,,1,,Minnesota,MN
3005,Scanlon 2,hydro,Reservoir,PP,US,0.4,,,,,,1923,,, ,46.709126,-92.421733,,2,,Minnesota,MN
3006,Scanlon 3,hydro,Reservoir,PP,US,0.4,,,,,,1923,,, ,46.709126,-92.421733,,3,,Minnesota,MN
3007,Scanlon 4,hydro,Reservoir,PP,US,0.4,,,,,,1923,,, ,46.709126,-92.421733,,4,,Minnesota,MN
3008,Sylvan 1,hydro,Reservoir,PP,US,0.6,,,,,,1913,,, ,46.305,-94.3775,,1,,Minnesota,MN
3009,Sylvan 2,hydro,Reservoir,PP,US,0.6,,,,,,1913,,, ,46.305,-94.3775,,2,,Minnesota,MN
3010,Sylvan 3,hydro,Reservoir,PP,US,0.6,,,,,,1915,,, ,46.305,-94.3775,,3,,Minnesota,MN
3011,Thomson 1,hydro,Reservoir,PP,US,13.0,,,,,,1907,,, ,46.655,-92.3333,,1,,Minnesota,MN
3012,Thomson 2,hydro,Reservoir,PP,US,13.0,,,,,,1907,,, ,46.655,-92.3333,,2,,Minnesota,MN
3013,Thomson 3,hydro,Reservoir,PP,US,13.0,,,,,,1907,,, ,46.655,-92.3333,,3,,Minnesota,MN
3014,Thomson 4,hydro,Reservoir,PP,US,10.8,,,,,,1914,,, ,46.655,-92.3333,,4,,Minnesota,MN
3015,Thomson 5,hydro,Reservoir,PP,US,10.8,,,,,,1919,,, ,46.655,-92.3333,,5,,Minnesota,MN
3016,Thomson 6,hydro,Reservoir,PP,US,12.0,,,,,,1949,,, ,46.655,-92.3333,,6,,Minnesota,MN
3017,Winton 1,hydro,Reservoir,PP,US,2.0,,,,,,1923,,, ,47.9344,-91.7639,,2,,Minnesota,MN
3018,Winton 2,hydro,Reservoir,PP,US,2.0,,,,,,1923,,, ,47.9344,-91.7639,,3,,Minnesota,MN
3019,Black Dog 1,CCGT,CCGT,PP,US,136.9,,,,,,1954,,,2031,44.8108,-93.2501,,2,,Minnesota,MN
3020,Black Dog 2,CCGT,CCGT,PP,US,187.9,,,,,,2002,,,2031,44.8108,-93.2501,,5,,Minnesota,MN
3021,Black Dog 3,OCGT,OCGT,PP,US,238.0,,,,,,2018,,,2058,44.8108,-93.2501,,6-1,,Minnesota,MN
3022,Hennepin Island 1,hydro,Reservoir,PP,US,2.8,,,,,,1954,,, ,44.982359,-93.254163,,1,,Minnesota,MN
3023,Hennepin Island 2,hydro,Reservoir,PP,US,2.8,,,,,,1955,,, ,44.982359,-93.254163,,2,,Minnesota,MN
3024,Hennepin Island 3,hydro,Reservoir,PP,US,2.8,,,,,,1955,,, ,44.982359,-93.254163,,3,,Minnesota,MN
3025,Hennepin Island 4,hydro,Reservoir,PP,US,2.8,,,,,,1954,,, ,44.982359,-93.254163,,4,,Minnesota,MN
3026,Hennepin Island 5,hydro,Reservoir,PP,US,2.5,,,,,,1955,,, ,44.982359,-93.254163,,5,,Minnesota,MN
3027,High Bridge 1,CCGT,CCGT,PP,US,197.0,,,,,,2008,,, ,44.9314,-93.1117,,7,,Minnesota,MN
3028,High Bridge 2,CCGT,CCGT,PP,US,197.0,,,,,,2008,,, ,44.9314,-93.1117,,8,,Minnesota,MN
3029,High Bridge 3,CCGT,CCGT,PP,US,250.0,,,,,,2008,,, ,44.9314,-93.1117,,9,,Minnesota,MN
3030,Inver Hills 1,OCGT,OCGT,PP,US,46.8,,,,,,1972,,,2026,44.781,-93.042,,1,,Minnesota,MN
3031,Inver Hills 2,OCGT,OCGT,PP,US,46.8,,,,,,1972,,,2026,44.781,-93.042,,2,,Minnesota,MN
3032,Inver Hills 3,OCGT,OCGT,PP,US,46.8,,,,,,1972,,,2026,44.781,-93.042,,3,,Minnesota,MN
3033,Inver Hills 4,OCGT,OCGT,PP,US,46.8,,,,,,1972,,,2026,44.781,-93.042,,4,,Minnesota,MN
3034,Inver Hills 5,OCGT,OCGT,PP,US,46.8,,,,,,1972,,,2026,44.781,-93.042,,5,,Minnesota,MN
3035,Inver Hills 6,OCGT,OCGT,PP,US,46.8,,,,,,1972,,,2026,44.781,-93.042,,6,,Minnesota,MN
3036,Inver Hills 7,oil,oil,PP,US,1.8,,,,,,1997,,,2026,44.781,-93.042,,7,,Minnesota,MN
3037,Inver Hills 8,oil,oil,PP,US,1.8,,,,,,1997,,,2026,44.781,-93.042,,8,,Minnesota,MN
3038,Allen S King 1,coal,coal,PP,US,598.4,,,,,,1958,,, ,45.03,-92.7786,,1,,Minnesota,MN
3039,Monticello Nuclear Facility 1,nuclear,nuclear,PP,US,685.0,,,,,,1971,,, ,45.3338,-93.8493,,1,,Minnesota,MN
3040,Prairie Island 1,nuclear,nuclear,PP,US,593.1,,,,,,1974,,, ,44.622,-92.6333,,1,,Minnesota,MN
3041,Prairie Island 2,nuclear,nuclear,PP,US,593.1,,,,,,1974,,, ,44.622,-92.6333,,2,,Minnesota,MN
3042,Red Wing 1,waste,waste,PP,US,11.5,,,,,,1949,,,2027,44.5692,-92.516912,,1,,Minnesota,MN
3043,Red Wing 2,waste,waste,PP,US,11.5,,,,,,1949,,,2027,44.5692,-92.516912,,2,,Minnesota,MN
3044,Riverside (MN) 1,CCGT,CCGT,PP,US,210.6,,,,,,2009,,, ,45.0203,-93.2753,,10,,Minnesota,MN
3045,Riverside (MN) 2,CCGT,CCGT,PP,US,210.6,,,,,,2009,,, ,45.0203,-93.2753,,9,,Minnesota,MN
3046,Riverside (MN) 3,CCGT,CCGT,PP,US,164.7,,,,,,1987,,, ,45.0203,-93.2753,,ST7,,Minnesota,MN
3047,St James 1,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.988158,-94.61564,,1,,Minnesota,MN
3048,St James 2,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.988158,-94.61564,,2,,Minnesota,MN
3049,St James 3,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.988158,-94.61564,,3,,Minnesota,MN
3050,St James 4,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.988158,-94.61564,,4,,Minnesota,MN
3051,St James 5,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.988158,-94.61564,,5,,Minnesota,MN
3052,St James 6,oil,oil,PP,US,2.0,,,,,,2002,,, ,43.988158,-94.61564,,6,,Minnesota,MN
3053,Wilmarth 1,waste,waste,PP,US,12.5,,,,,,1948,,,2027,44.1967,-94.0009,,1,,Minnesota,MN
3054,Wilmarth 2,waste,waste,PP,US,12.5,,,,,,1951,,,2027,44.1967,-94.0009,,2,,Minnesota,MN
3055,Hoot Lake 1,hydro,Reservoir,PP,US,1.0,,,,,,1914,,, ,46.290641,-96.043252,,H1,,Minnesota,MN
3056,Adrian 1,oil,oil,PP,US,2.0,,,,,,2005,,, ,43.63711,-95.932794,,5,,Minnesota,MN
3057,Alexandria 1,oil,oil,PP,US,1.2,,,,,,1948,,, ,45.889167,-95.379722,,IC1,,Minnesota,MN
3058,Alexandria 2,oil,oil,PP,US,4.0,,,,,,1967,,, ,45.889167,-95.379722,,IC2,,Minnesota,MN
3059,Alexandria 3,oil,oil,PP,US,4.0,,,,,,1967,,, ,45.889167,-95.379722,,IC3,,Minnesota,MN
3060,Benson City of 1,oil,oil,PP,US,1.8,,,,,,2002,,, ,45.314444,-95.602777,,10,,Minnesota,MN
3061,Benson City of 2,oil,oil,PP,US,1.8,,,,,,2002,,, ,45.314444,-95.602777,,11,,Minnesota,MN
3062,Benson City of 3,oil,oil,PP,US,1.8,,,,,,2002,,, ,45.314444,-95.602777,,7,,Minnesota,MN
3063,Benson City of 4,oil,oil,PP,US,1.8,,,,,,2002,,, ,45.314444,-95.602777,,8,,Minnesota,MN
3064,Benson City of 5,oil,oil,PP,US,1.8,,,,,,2002,,, ,45.314444,-95.602777,,9,,Minnesota,MN
3065,Blooming Prairie 1,oil,oil,PP,US,1.2,,,,,,1974,,, ,43.866,-93.0504,,4,,Minnesota,MN
3066,Blooming Prairie 2,oil,oil,PP,US,2.3,,,,,,2003,,, ,43.866,-93.0504,,5,,Minnesota,MN
3067,Blooming Prairie 3,oil,oil,PP,US,2.0,,,,,,2009,,, ,43.866,-93.0504,,6,,Minnesota,MN
3068,Blooming Prairie 4,oil,oil,PP,US,1.3,,,,,,2012,,, ,43.866,-93.0504,,7,,Minnesota,MN
3069,Blue Earth 1,oil,oil,PP,US,1.5,,,,,,1960,,, ,43.6375,-94.101667,,IC1,,Minnesota,MN
3070,Blue Earth 2,oil,oil,PP,US,1.6,,,,,,1993,,, ,43.6375,-94.101667,,IC3,,Minnesota,MN
3071,Blue Earth 3,oil,oil,PP,US,1.6,,,,,,1993,,, ,43.6375,-94.101667,,IC4,,Minnesota,MN
3072,Blue Earth 4,oil,oil,PP,US,1.6,,,,,,1993,,, ,43.6375,-94.101667,,IC5,,Minnesota,MN
3073,Blue Earth 5,oil,oil,PP,US,1.8,,,,,,1996,,, ,43.6375,-94.101667,,IC6,,Minnesota,MN
3074,Blue Earth 6,oil,oil,PP,US,1.1,,,,,,2015,,, ,43.6375,-94.101667,,IC7,,Minnesota,MN
3075,Blue Earth 7,oil,oil,PP,US,1.8,,,,,,2015,,, ,43.6375,-94.101667,,IC8,,Minnesota,MN
3076,Delano 1,oil,oil,PP,US,2.0,,,,,,2022,,, ,45.041378,-93.790522,,10,,Minnesota,MN
3077,Delano 2,oil,oil,PP,US,2.0,,,,,,2022,,, ,45.041378,-93.790522,,11,,Minnesota,MN
3078,Delano 3,OCGT,OCGT,PP,US,1.1,,,,,,1972,,, ,45.041378,-93.790522,,2,,Minnesota,MN
3079,Delano 4,OCGT,OCGT,PP,US,1.3,,,,,,1973,,, ,45.041378,-93.790522,,3,,Minnesota,MN
3080,Delano 5,oil,oil,PP,US,0.8,,,,,,1946,,, ,45.041378,-93.790522,,5,,Minnesota,MN
3081,Delano 6,oil,oil,PP,US,1.2,,,,,,1989,,, ,45.041378,-93.790522,,6,,Minnesota,MN
3082,Delano 7,oil,oil,PP,US,3.0,,,,,,1994,,, ,45.041378,-93.790522,,7,,Minnesota,MN
3083,Delano 8,oil,oil,PP,US,3.1,,,,,,1999,,, ,45.041378,-93.790522,,8,,Minnesota,MN
3084,Detroit Lakes 1,oil,oil,PP,US,12.5,,,,,,1968,,, ,46.8175,-95.843333,,1,,Minnesota,MN
3085,Elk River City of 1,oil,oil,PP,US,0.5,,,,,,1948,,, ,45.3158,-93.5781,,1,,Minnesota,MN
3086,Elk River City of 2,oil,oil,PP,US,0.5,,,,,,1948,,, ,45.3158,-93.5781,,2,,Minnesota,MN
3087,Elk River City of 3,oil,oil,PP,US,3.0,,,,,,1962,,, ,45.3158,-93.5781,,3,,Minnesota,MN
3088,Elk River City of 4,oil,oil,PP,US,5.0,,,,,,1972,,, ,45.3158,-93.5781,,4,,Minnesota,MN
3089,Fairfax 1,oil,oil,PP,US,2.0,,,,,,2001,,, ,44.525887,-94.718812,,2A,,Minnesota,MN
3090,Fairmont (MN) 1,OCGT,OCGT,PP,US,6.5,,,,,,2014,,, ,43.6579,-94.4647,,10,,Minnesota,MN
3091,Fairmont (MN) 2,OCGT,OCGT,PP,US,6.5,,,,,,2014,,, ,43.6579,-94.4647,,11,,Minnesota,MN
3092,Fairmont (MN) 3,OCGT,OCGT,PP,US,6.5,,,,,,2014,,, ,43.6579,-94.4647,,12,,Minnesota,MN
3093,Fairmont (MN) 4,oil,oil,PP,US,6.5,,,,,,1975,,, ,43.6579,-94.4647,,6,,Minnesota,MN
3094,Fairmont (MN) 5,oil,oil,PP,US,6.5,,,,,,1975,,, ,43.6579,-94.4647,,7,,Minnesota,MN
3095,Fairmont (MN) 6,OCGT,OCGT,PP,US,6.5,,,,,,2014,,, ,43.6579,-94.4647,,9,,Minnesota,MN
