Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus
Canyon Crest Academy 1,other,battery,Store,US,1,,,,,,2014,,, ,32.95907,-117.191622,,SES,
El Cajon Energy Storage 1,other,battery,Store,US,7.5,,,,,,2017,,, ,32.8115,-117.050546,,SES,
Escondido Energy Storage 1,other,battery,Store,US,30,,,,,,2017,,, ,33.124446,-117.114274,,SES,
North City - Landfill Gas Engine North 1,biomass,biomass,PP,US,1.6,,,,,,2013,,, ,32.877822,-117.197788,,NCEP,
HQC Rock River Solar Power Gen Station 1,solar,solar,PP,US,2.1,,,,,,2016,,, ,42.578831,-89.033021,,PV1,
"Great Western Wind Energy, LLC 1",onwind,onwind,PP,US,225,,,,,,2016,,, ,36.166503,-99.596006,,GEN1,
Wadesboro Farm 2 1,solar,solar,PP,US,5,,,,,,2016,,, ,35.023406,-80.093192,,1,
Wadesboro Farm 3 1,solar,solar,PP,US,5,,,,,,2016,,, ,34.969356,-80.051028,,1,
Hector Farm 1,solar,solar,PP,US,5,,,,,,2017,,, ,35.376236,-79.909719,,1,
Kojak Farm 1,solar,solar,PP,US,5,,,,,,2016,,, ,35.79915,-78.102178,,1,
Meriwether Farm 1,solar,solar,PP,US,5,,,,,,2016,,, ,36.288911,-78.604589,,1,
Soluga Farms III 1,solar,solar,PP,US,5,,,,,,2015,,, ,35.219272,-78.673331,,1,
Upton County Solar 1,solar,solar,PP,US,150,,,,,,2017,,, ,31.241808,-102.29027,,UCTX,
CoTAL Solar Farm 1,solar,solar,PP,US,20,,,,,,2017,,, ,30.37926,-84.353938,,PV1,
LaFayette Solar Farm 1,solar,solar,PP,US,79.2,,,,,,2017,,, ,32.876313,-85.38821,,PV1,
Oceana Solar 1,solar,solar,PP,US,17.6,,,,,,2017,,, ,36.789753,-76.051419,,1,
Mount Vernon Solar 1,solar,solar,PP,US,1,,,,,,2015,,, ,33.8388,-83.638,,MV01,
Pleasant Valley Solar 1,solar,solar,PP,US,2.5,,,,,,2016,,, ,33.7368,-83.6971,,PV01,
Kelly Creek Wind Project 1,onwind,onwind,PP,US,184,,,,,,2016,,, ,40.9675,-88.1975,,WND1,
CPV Fairview Energy Center 1,CCGT,CCGT,PP,US,372,,,,,,2019,,, ,40.412,-78.855,,GEN1,
CPV Fairview Energy Center 2,CCGT,CCGT,PP,US,372,,,,,,2019,,, ,40.412,-78.855,,GEN2,
CPV Fairview Energy Center 3,CCGT,CCGT,PP,US,453,,,,,,2019,,, ,40.412,-78.855,,GEN3,
"Golden Fields Solar I, LLC 1",solar,solar,PP,US,54,,,,,,2016,,, ,34.839012,-118.386843,,RS1,
"Solar Star California, XLI, LLC 1",solar,solar,PP,US,54,,,,,,2016,,, ,34.839012,-118.386843,,RS1,
Rush Springs Wind 1,onwind,onwind,PP,US,249.9,,,,,,2016,,, ,34.682883,-97.829283,,WT1,
UI RCP Woodbridge FC 1,,,PP,US,2.8,,,,,,2016,,, ,41.358035,-73.007805,,WBFC,
Voyager Wind I 1,onwind,onwind,PP,US,131.1,,,,,,2019,,, ,35.046061,-118.28273,,VYGR1,
Wayne Solar III LLC 1,solar,solar,PP,US,5,,,,,,2014,,, ,35.324377,-77.871225,,WYN3,
Wayne Solar II LLC 1,solar,solar,PP,US,5,,,,,,2014,,, ,35.31556,-78.07948,,WYN2,
Duplin Solar I LLC (160 Houston Lane) 1,solar,solar,PP,US,5,,,,,,2014,,, ,34.960083,-77.980388,,DPLN,
Old Pageland Monroe Road Solar Farm 1,solar,solar,PP,US,5.3,,,,,,2015,,, ,34.95233,-80.48191,,PV1,
Bay Branch Solar 1,solar,solar,PP,US,5,,,,,,2018,,, ,35.4745,-77.1191,,BBSOL,
Wayne Solar I LLC 1,solar,solar,PP,US,5,,,,,,2014,,, ,35.221083,-78.019026,,WYN1,
Jacobson 5 MW Solar 1,solar,solar,PP,US,4.4,,,,,,2017,,, ,35.304528,-114.01183,,PV1,
Wye Mills VNEM CSG 1,solar,solar,PP,US,10,,,,,,2016,,, ,38.94037,-76.045658,,PV1,
CMEEC - Rogers Rd Solar 1,solar,solar,PP,US,1.3,,,,,,2017,,, ,41.538324,-72.122544,,PV1,
CMEEC - Polaris Park Solar Hybrid 1,other,battery,Store,US,0.8,,,,,,2017,,, ,41.381256,-72.076886,,BA1,
CMEEC - Polaris Park Solar Hybrid 2,solar,solar,PP,US,3.5,,,,,,2017,,, ,41.381256,-72.076886,,PV1,
CMEEC - Navy NE Trident 1,solar,solar,PP,US,1,,,,,,2017,,, ,41.39546,-72.079191,,PV1,
CMEEC - Norwich Stott St Solar Hybrid 1,other,battery,Store,US,0.8,,,,,,2016,,, ,41.576946,-72.104609,,BA1,
CMEEC - Norwich Stott St Solar Hybrid 2,solar,solar,PP,US,3.5,,,,,,2016,,, ,41.576946,-72.104609,,PV1,
St. Mary Clean Energy Center 1,other,other,PP,US,50.9,,,,,,2019,,, ,29.68455,-91.470619,,1,
Summit Farms Solar 1,solar,solar,PP,US,62.4,,,,,,2017,,, ,36.4765,-76.136,,PV1,
Morin Solar 2013 LLC 1,solar,solar,PP,US,4,,,,,,2013,,, ,42.166995,-72.192896,,MORIN,
Brookfield Solar 2013 LLC 1,solar,solar,PP,US,2,,,,,,2013,,, ,42.25609,-72.067877,,NBKFD,
WYM 1250 Palmer LLC 1,solar,solar,PP,US,1,,,,,,2013,,, ,42.151092,-72.26974,,PALMR,
Southern Sky Renew Energy Berkley LLC 1,solar,solar,PP,US,3,,,,,,2014,,, ,41.83777,-71.091296,,BRKLY,
BC Solar 1,solar,solar,PP,US,8,,,,,,2016,,, ,42.175,-120.3598,,BCSLR,
Rush Creek Wind 1,onwind,onwind,PP,US,600,,,,,,2018,,, ,39.172111,-103.845358,,GEN1,
"Ninnescah Wind Energy, LLC 1",onwind,onwind,PP,US,208.3,,,,,,2016,,, ,37.586714,-98.579264,,NSW,
Worcester Landfill 1,solar,solar,PP,US,6.5,,,,,,2017,,, ,42.219,-71.791,,WL,
DG AMP Solar Bowling Green 1,solar,solar,PP,US,20,,,,,,2017,,, ,41.396,-83.582,,AMPBG,
Brantley Solar 1,solar,solar,PP,US,50.2,,,,,,2018,,, ,35.890485,-78.155153,,PV1,
Fox Creek Solar 1,solar,solar,PP,US,50.2,,,,,,2018,,, ,36.126912,-78.273106,,PV1,
Renew Canal 1 CSG LLC 1,solar,solar,PP,US,1.2,,,,,,2017,,, ,41.766987,-70.521172,,CANAL,
BRE NC Solar 3 1,solar,solar,PP,US,5,,,,,,2021,,, ,36.383,-78.612,,BEAM3,
"Perkins Solar, LLC 1",solar,solar,PP,US,2,,,,,,2016,,, ,36.43741,-78.97198,,PV1,
Empire Solar 1,solar,solar,PP,US,5,,,,,,2016,,, ,44.66438,-93.108809,,PV1,
Blue Lake Solar 1,solar,solar,PP,US,3,,,,,,2016,,, ,44.79642,-93.429593,,PV1,
"Gainey Solar, LLC 1",solar,solar,PP,US,2,,,,,,2016,,, ,34.499,-78.653,,PV1,
"Auten Road Farm, LLC 1",solar,solar,PP,US,5,,,,,,2017,,, ,35.30498,-81.13735,,PV1,
"Creech Solar 2, LLC 1",solar,solar,PP,US,5,,,,,,2016,,, ,35.72196,-78.60434,,PV1,
"Bunn Level Farm, LLC 1",solar,solar,PP,US,5,,,,,,2016,,, ,35.308639,-78.774331,,1,
Cork Oak Solar 1,solar,solar,PP,US,20,,,,,,2017,,, ,36.371,-77.571,,NC160,
Sunflower Solar 1,solar,solar,PP,US,16,,,,,,2017,,, ,36.395,-77.593,,NC160,
Kingman Wind 1,onwind,onwind,PP,US,107.4,,,,,,2016,,, ,37.586714,-98.579264,,KMW1,
Kingman Wind 2,onwind,onwind,PP,US,107.4,,,,,,2016,,, ,37.586714,-98.579264,,KMW2,
"Solar Mule, LLC 1",solar,solar,PP,US,1.5,,,,,,2017,,, ,44.557725,-69.671364,,COLBY,
Henrietta D Energy Storage LLC 1,other,battery,Store,US,10,,,,,,2021,,, ,36.228872,-119.904686,,HDES1,
"West Brookfield Solar, LLC 1",solar,solar,PP,US,1.4,,,,,,2016,,, ,42.222798,-72.129525,,WBRK,
"Javelina Wind Energy II, LLC 1",onwind,onwind,PP,US,200,,,,,,2016,,, ,27.44,-98.91,,WJ21,
Shakopee Energy Park 1,OCGT,OCGT,PP,US,9.3,,,,,,2017,,, ,44.783611,-93.481111,,SQA01,
Shakopee Energy Park 2,OCGT,OCGT,PP,US,9.3,,,,,,2017,,, ,44.783611,-93.481111,,SQA02,
Shakopee Energy Park 3,OCGT,OCGT,PP,US,9.3,,,,,,2017,,, ,44.783611,-93.481111,,SQA03,
Shakopee Energy Park 4,OCGT,OCGT,PP,US,9.3,,,,,,2017,,, ,44.783611,-93.481111,,SQA04,
Shakopee Energy Park 5,OCGT,OCGT,PP,US,9.3,,,,,,2017,,, ,44.783611,-93.481111,,SQA05,
Rabbit Hill Energy Storage Project 1,other,battery,Store,US,9.9,,,,,,2020,,, ,30.587828,-97.687023,,1,
"North Nash Farm, LLC 1",solar,solar,PP,US,5,,,,,,2015,,, ,36.070336,-78.038319,,1,
Dickinson Solar Array 1,solar,solar,PP,US,2.3,,,,,,2016,,, ,45.11444,-93.813799,,PV1,
Belchertown 1,solar,solar,PP,US,1,,,,,,2015,,, ,42.259548,-72.400429,,PV1,
Townsite Solar Project Hybrid 1,solar,solar,PP,US,180,,,,,,2021,,, ,35.937336,-114.883999,,GEN01,
Townsite Solar Project Hybrid 2,other,battery,Store,US,90,,,,,,2021,,, ,35.937336,-114.883999,,GEN02,
Rock Creek Wind Project 1,onwind,onwind,PP,US,300,,,,,,2017,,, ,40.4,-95.2,,WT1,
McHenry Battery Storage 1,other,battery,Store,US,19.8,,,,,,2016,,, ,42.331411,-88.274352,,MCH1,
"Salt Fork Wind Project, LLC 1",onwind,onwind,PP,US,174,,,,,,2016,,, ,35.18172,-100.934408,,GEN1,
Moffett Solar Project 1,solar,solar,PP,US,71.4,,,,,,2017,,, ,32.620653,-80.995994,,PV1,
Ridgeland Solar Project 1,solar,solar,PP,US,10,,,,,,2017,,, ,32.465,-80.961,,PV1,
Willey Battery Utility 1,other,battery,Store,US,6,,,,,,2016,,, ,39.287747,-84.680313,,WBU,
Mira Loma Energy Storage Facility 1,other,battery,Store,US,10,,,,,,2016,,, ,34.006125,-117.560934,,013A,
Mira Loma Energy Storage Facility 2,other,battery,Store,US,10,,,,,,2016,,, ,34.006125,-117.560934,,013B,
Archdiocese of Baltimore J 1,solar,solar,PP,US,2,,,,,,2015,,, ,39.445,-76.217,,PV1,
Archdiocese of Baltimore L 1,solar,solar,PP,US,2,,,,,,2015,,, ,39.445,-76.217,,PV1,
Baltimore City B 1,solar,solar,PP,US,2,,,,,,2015,,, ,39.436,-76.22,,PV1,
Baltimore City D 1,solar,solar,PP,US,2,,,,,,2015,,, ,39.436,-76.22,,PV1,
Baltimore City F 1,solar,solar,PP,US,2,,,,,,2015,,, ,39.436,-76.22,,PV1,
Baltimore City G 1,solar,solar,PP,US,2,,,,,,2015,,, ,39.436,-76.22,,PV1,
City of Havre De Grace C 1,solar,solar,PP,US,2,,,,,,2015,,, ,39.436,-76.22,,PV1,
Sod Run WTP A 1,solar,solar,PP,US,2,,,,,,2015,,, ,39.436,-76.22,,PV1,
Osborn Wind Energy 1,onwind,onwind,PP,US,200.9,,,,,,2016,,, ,39.747699,-94.473482,,GEN1,
"Nixa Solar, LLC 1",solar,solar,PP,US,7.9,,,,,,2017,,, ,37.043903,-93.338969,,NIXA,
Tannery Road Landfill 1,solar,solar,PP,US,2,,,,,,2016,,, ,43.239004,-75.534588,,TRSP,
San Joaquin Solar 1,solar,solar,PP,US,19.8,,,,,,2018,,, ,36.527,-120.149,,SJ1A,
San Joaquin Solar 2,solar,solar,PP,US,1.5,,,,,,2019,,, ,36.527,-120.149,,SJ1B,
Fort Rucker Solar Array 1,solar,solar,PP,US,10.6,,,,,,2017,,, ,31.331148,-85.73019,,1,
ANAD Solar Array 1,solar,solar,PP,US,7.4,,,,,,2017,,, ,33.626728,-85.969481,,1,
"Annapolis Solar Park, LLC 1",solar,solar,PP,US,12,,,,,,2018,,, ,38.992144,-76.573773,,ASP12,
Pearl Solar 1,solar,solar,PP,US,50,,,,,,2017,,, ,30.98784,-102.26831,,PEARL,
TRS Fuel Cell 1,,,PP,US,3.7,,,,,,2019,,, ,41.3907,-73.4354,,MMH1,
Amphitheater High School Solar 1,solar,solar,PP,US,1,,,,,,2016,,, ,32.269,-110.975,,AHS1,
Canyon Del Oro High School Solar 1,solar,solar,PP,US,1.4,,,,,,2016,,, ,32.374,-110.974,,CDO1,
Canyon Del Oro High School Solar 2,solar,solar,PP,US,1.4,,,,,,2016,,, ,32.374,-110.974,,CDO2,
Canyon Del Oro High School Solar 3,solar,solar,PP,US,1.4,,,,,,2016,,, ,32.374,-110.974,,CDO3,
Canyon Del Oro High School Solar 4,solar,solar,PP,US,0.2,,,,,,2016,,, ,32.374,-110.974,,CDO4,
Pierre Solar 1,solar,solar,PP,US,1,,,,,,2016,,, ,44.388753,-100.307043,,PIERS,
"Cimarron Bend Wind Project I, LLC 1",onwind,onwind,PP,US,200,,,,,,2016,,, ,37.355,-99.991,,1,
"Cimarron Bend Wind Project II, LLC 1",onwind,onwind,PP,US,200,,,,,,2017,,, ,37.355,-99.991,,1,
Western Plains Wind Farm 1,onwind,onwind,PP,US,280.6,,,,,,2017,,, ,37.854801,-99.67981,,1,
"Blue Summit Storage, LLC 1",other,battery,Store,US,30,,,,,,2017,,, ,34.299,-99.399,,WBSS,
Tanager Holdings 1,solar,solar,PP,US,5,,,,,,2019,,, ,35.7527,-79.784627,,PV1,
WakeSun LLC 1,solar,solar,PP,US,1,,,,,,2017,,, ,45.472889,-94.406417,,MLC27,
WakeSun LLC 2,solar,solar,PP,US,1,,,,,,2017,,, ,45.472889,-94.406417,,MLC28,
WakeSun LLC 3,solar,solar,PP,US,1,,,,,,2017,,, ,45.472889,-94.406417,,MLC29,
BentonSun LLC 1,solar,solar,PP,US,1,,,,,,2016,,, ,44.766167,-93.857944,,MLC17,
BentonSun LLC 2,solar,solar,PP,US,1,,,,,,2016,,, ,44.766167,-93.857944,,MLC18,
BentonSun LLC 3,solar,solar,PP,US,1,,,,,,2016,,, ,44.766167,-93.857944,,MLC19,
BentonSun LLC 4,solar,solar,PP,US,1,,,,,,2016,,, ,44.766167,-93.857944,,MLC20,
BentonSun LLC 5,solar,solar,PP,US,1,,,,,,2016,,, ,44.766167,-93.857944,,MLC21,
Four Peaks Camino Real 1,biomass,biomass,PP,US,1.6,,,,,,2008,,, ,31.811078,-106.59326,,1,
Four Peaks Camino Real 2,biomass,biomass,PP,US,1.6,,,,,,2008,,, ,31.811078,-106.59326,,2,
Stanton Energy Reliability Center Hybrid 1,other,battery,Store,US,10,,,,,,2020,,, ,33.806801,-117.985758,,BESS1,
Stanton Energy Reliability Center Hybrid 2,other,battery,Store,US,10,,,,,,2020,,, ,33.806801,-117.985758,,BESS2,
Stanton Energy Reliability Center Hybrid 3,OCGT,OCGT,PP,US,70.5,,,,,,2020,,, ,33.806801,-117.985758,,GT1,
Stanton Energy Reliability Center Hybrid 4,OCGT,OCGT,PP,US,70.5,,,,,,2020,,, ,33.806801,-117.985758,,GT2,
DESI-1 Battery Energy Storage Facility 1,other,battery,Store,US,2.4,,,,,,2016,,, ,33.799248,-117.873371,,DESI1,
Wind Colebrook South 1,onwind,onwind,PP,US,5,,,,,,2015,,, ,41.961067,-73.140779,,WCS,
JED Solid Waste Mgmt Renewable Energy 1,biomass,biomass,PP,US,1.6,,,,,,2017,,, ,28.063777,-81.097236,,603,
JED Solid Waste Mgmt Renewable Energy 2,biomass,biomass,PP,US,1.6,,,,,,2017,,, ,28.063777,-81.097236,,696,
JED Solid Waste Mgmt Renewable Energy 3,biomass,biomass,PP,US,1.6,,,,,,2017,,, ,28.063777,-81.097236,,697,
JED Solid Waste Mgmt Renewable Energy 4,biomass,biomass,PP,US,1.6,,,,,,2017,,, ,28.063777,-81.097236,,698,
JED Solid Waste Mgmt Renewable Energy 5,biomass,biomass,PP,US,1.6,,,,,,2017,,, ,28.063777,-81.097236,,699,
JED Solid Waste Mgmt Renewable Energy 6,biomass,biomass,PP,US,1.6,,,,,,2017,,, ,28.063777,-81.097236,,700,
Rincon Solar I 1,solar,solar,PP,US,18.4,,,,,,2016,,, ,32.292879,-81.284401,,PV1,
"Green City Recovery, LLC 1",biomass,biomass,PP,US,1,,,,,,2016,,, ,38.345278,-84.548889,,1,
"Green City Recovery, LLC 2",biomass,biomass,PP,US,1,,,,,,2019,,, ,38.345278,-84.548889,,2,
Trenton Solar Farm (MO) 1,solar,solar,PP,US,2.8,,,,,,2015,,, ,40.1155,-93.6122,,TSF1,
Rolla Solar Farm (MO) 1,solar,solar,PP,US,2.8,,,,,,2016,,, ,37.9853,-91.7169,,RSF1,
Waynesville Solar Farm (MO) 1,solar,solar,PP,US,2.8,,,,,,2016,,, ,37.8041,-92.2535,,WSF1,
Marshall Solar Farm (MO) 1,solar,solar,PP,US,2.8,,,,,,2016,,, ,39.0948,-93.2104,,MMSF1,
Havre de Grace II - E at Perryman 1,solar,solar,PP,US,1.4,,,,,,2016,,, ,39.436,-76.22,,PV1,
IFF Hazlet 1,solar,solar,PP,US,3,,,,,,2014,,,2028,40.43819,-74.160147,,GRND,
Stone Hill Solar CSG 1,solar,solar,PP,US,2,,,,,,2014,,, ,42.059104,-71.089157,,PV1,
Chisago Community Solar 1,solar,solar,PP,US,1,,,,,,2016,,, ,45.413357,-92.682957,,CCS1,
Chisago Community Solar 2,solar,solar,PP,US,1,,,,,,2016,,, ,45.413357,-92.682957,,CCS2,
Chisago Community Solar 3,solar,solar,PP,US,1,,,,,,2016,,, ,45.413357,-92.682957,,CCS3,
Chisago Community Solar 4,solar,solar,PP,US,1,,,,,,2016,,, ,45.413357,-92.682957,,CCS4,
Ursa Community Solar 1,solar,solar,PP,US,1,,,,,,2017,,, ,44.671581,-93.082555,,UCS1,
Ursa Community Solar 2,solar,solar,PP,US,1,,,,,,2017,,, ,44.671581,-93.082555,,UCS2,
Ursa Community Solar 3,solar,solar,PP,US,1,,,,,,2017,,, ,44.671581,-93.082555,,UCS3,
Ursa Community Solar 4,solar,solar,PP,US,1,,,,,,2017,,, ,44.671581,-93.082555,,UCS4,
Ursa Community Solar 5,solar,solar,PP,US,1,,,,,,2017,,, ,44.671581,-93.082555,,UCS5,
Sunrise Community Solar 1,solar,solar,PP,US,1,,,,,,2016,,, ,45.474994,-92.891092,,SCS1,
Sunrise Community Solar 2,solar,solar,PP,US,1,,,,,,2016,,, ,45.474994,-92.891092,,SCS2,
Sunrise Community Solar 3,solar,solar,PP,US,1,,,,,,2016,,, ,45.474994,-92.891092,,SCS3,
Sunrise Community Solar 4,solar,solar,PP,US,1,,,,,,2016,,, ,45.474994,-92.891092,,SCS4,
Sunrise Community Solar 5,solar,solar,PP,US,1,,,,,,2016,,, ,45.474994,-92.891092,,SCS5,
Rosemount Community Solar 1,solar,solar,PP,US,1,,,,,,2016,,, ,44.72241,-93.022909,,RCS1,
Rosemount Community Solar 2,solar,solar,PP,US,1,,,,,,2016,,, ,44.72241,-93.022909,,RCS2,
Rosemount Community Solar 3,solar,solar,PP,US,1,,,,,,2016,,, ,44.72241,-93.022909,,RCS3,
Rosemount Community Solar 4,solar,solar,PP,US,1,,,,,,2016,,, ,44.72241,-93.022909,,RCS4,
Rosemount Community Solar 5,solar,solar,PP,US,1,,,,,,2016,,, ,44.72241,-93.022909,,RCS5,
Paynesville Community Solar 1,solar,solar,PP,US,1,,,,,,2016,,, ,45.402543,-94.715472,,PCS1,
Paynesville Community Solar 2,solar,solar,PP,US,1,,,,,,2016,,, ,45.402543,-94.715472,,PCS2,
Paynesville Community Solar 3,solar,solar,PP,US,1,,,,,,2016,,, ,45.402543,-94.715472,,PCS3,
Paynesville Community Solar 4,solar,solar,PP,US,1,,,,,,2016,,, ,45.402543,-94.715472,,PCS4,
Paynesville Community Solar 5,solar,solar,PP,US,1,,,,,,2017,,, ,45.402543,-94.715472,,PCS5,
Orion Community Solar 1,solar,solar,PP,US,1,,,,,,2017,,, ,45.587899,-94.401439,,OCS1,
Orion Community Solar 2,solar,solar,PP,US,1,,,,,,2017,,, ,45.587899,-94.401439,,OCS2,
Orion Community Solar 3,solar,solar,PP,US,1,,,,,,2017,,, ,45.587899,-94.401439,,OCS3,
Northfield Community Solar 1,solar,solar,PP,US,1,,,,,,2016,,, ,44.475433,-93.198308,,NCS1,
Northfield Community Solar 2,solar,solar,PP,US,1,,,,,,2016,,, ,44.475433,-93.198308,,NCS2,
Northfield Community Solar 3,solar,solar,PP,US,1,,,,,,2016,,, ,44.475433,-93.198308,,NCS3,
Northfield Community Solar 4,solar,solar,PP,US,1,,,,,,2016,,, ,44.475433,-93.198308,,NCS4,
Northfield Community Solar 5,solar,solar,PP,US,1,,,,,,2016,,, ,44.475433,-93.198308,,NCS5,
Weld 1 Community Solar Array 1,solar,solar,PP,US,1.5,,,,,,2017,,, ,40.232146,-104.791865,,WELD1,
Green Cow Power 1,biomass,biomass,PP,US,1,,,,,,2015,,, ,41.536735,-85.927204,,ENG1,
Green Cow Power 2,biomass,biomass,PP,US,1,,,,,,2015,,, ,41.536735,-85.927204,,ENG2,
Green Cow Power 3,biomass,biomass,PP,US,1,,,,,,2015,,, ,41.536735,-85.927204,,ENG3,
Green Cow Power 4,biomass,biomass,PP,US,1.3,,,,,,2021,,, ,41.536735,-85.927204,,ENG4,
Logan 1 Community Solar Array 1,solar,solar,PP,US,1.5,,,,,,2017,,, ,40.609968,-103.145084,,LOGA1,
Conejos 1 Community Solar Array 1,solar,solar,PP,US,1.5,,,,,,2017,,, ,37.195886,-105.982424,,CONEJ,
Arapahoe 3 Community Solar Array 1,solar,solar,PP,US,1.8,,,,,,2017,,, ,39.638358,-104.674249,,ARAP3,
Xcel Adams 2 Community Solar Array 1,solar,solar,PP,US,1.5,,,,,,2017,,, ,39.784937,-104.583391,,ADCO2,
Xcel Adams 1 Community Solar Array 1,solar,solar,PP,US,1.8,,,,,,2017,,, ,39.765479,-104.588631,,ADCO1,
East Orange Solar 1,solar,solar,PP,US,4.5,,,,,,2015,,, ,40.747582,-74.335762,,PV1,
Howell Solar 1,solar,solar,PP,US,7,,,,,,2016,,, ,40.147009,-74.167516,,PV1,
Raritan Solar 1,solar,solar,PP,US,7.5,,,,,,2016,,, ,40.464221,-74.857879,,PV1,
Bridgewater Solar CSG 1,solar,solar,PP,US,1.3,,,,,,2015,,, ,41.964116,-70.971931,,PV1,
Bridgewater Solar CSG 2,solar,solar,PP,US,1,,,,,,2015,,, ,41.964116,-70.971931,,PV2,
Holliston Solar CSG 1,solar,solar,PP,US,1,,,,,,2015,,, ,42.169641,-71.468223,,PV1,
Frankford Solar 1,solar,solar,PP,US,8.2,,,,,,2012,,, ,41.166566,-74.701645,,PV1,
Brickyard Solar 1,solar,solar,PP,US,1.5,,,,,,2015,,, ,40.189425,-74.154483,,PV1,
Bordentown Solar 1,solar,solar,PP,US,6.8,,,,,,2015,,, ,40.0389,-74.7766,,PV1,
Longview Solar 1,solar,solar,PP,US,13.6,,,,,,2016,,, ,38.394728,-75.672715,,PV1,
Wilmington Solar 1,solar,solar,PP,US,2,,,,,,2015,,, ,42.546281,-71.175281,,PV1,
Church Hill 1,solar,solar,PP,US,6,,,,,,2016,,, ,39.100947,-75.959681,,PV1,
Fall River Solar CSG 1,solar,solar,PP,US,2,,,,,,2013,,, ,41.751347,-71.114536,,PV1,
DSM Solar 1,solar,solar,PP,US,4.5,,,,,,2014,,, ,40.843699,-75.065155,,PV1,
Pittsgrove Solar 1,solar,solar,PP,US,2,,,,,,2014,,, ,39.539042,-75.179342,,PV1,
Old Midville Solar 1,solar,solar,PP,US,19.7,,,,,,2016,,, ,32.820676,-81.98176,,OMD,
Argonne National Laboratory CHP 1,OCGT,OCGT,PP,US,6.3,,,,,,2016,,, ,41.716534,-87.970608,,CHP,
"Rattlesnake Power, LLC 1",onwind,onwind,PP,US,160,,,,,,2018,,, ,31.360331,-99.551356,,WT1,
SEPV Imperial Dixieland West 1,solar,solar,PP,US,3,,,,,,2016,,, ,32.79411,-115.779317,,SESI2,
SEPV Imperial Dixieland East 1,solar,solar,PP,US,2,,,,,,2016,,, ,32.792038,-115.773448,,SESI1,
Silvi Gibraltar Rock 1,solar,solar,PP,US,2.5,,,,,,2016,,, ,40.450916,-74.717077,,8502,
Seabrook Village 1,solar,solar,PP,US,3.1,,,,,,2016,,, ,40.234177,-74.087225,,7724,
Simcoe Solar 1,solar,solar,PP,US,20,,,,,,2017,,, ,43.288439,-115.955371,,IDSS,
Osawatomie Power Plant South Sub 1,oil,oil,PP,US,2,,,,,,2017,,, ,38.495623,-94.95255,,CAT4,
Osawatomie Power Plant South Sub 2,oil,oil,PP,US,2,,,,,,2017,,, ,38.495623,-94.95255,,CAT5,
Osawatomie Power Plant South Sub 3,oil,oil,PP,US,2,,,,,,2017,,, ,38.495623,-94.95255,,CAT6,
Osawatomie Power Plant North Sub 1,oil,oil,PP,US,2,,,,,,2018,,, ,38.501309,-94.956918,,CAT1,
Osawatomie Power Plant North Sub 2,oil,oil,PP,US,2,,,,,,2018,,, ,38.501309,-94.956918,,CAT2,
Osawatomie Power Plant North Sub 3,oil,oil,PP,US,2,,,,,,2018,,, ,38.501309,-94.956918,,CAT3,
Gloucester Community College Solar 1,solar,solar,PP,US,2.3,,,,,,2014,,, ,39.780789,-75.122887,,PV1,
Shirley Landfill 1,solar,solar,PP,US,1,,,,,,2017,,, ,42.54171,-71.67636,,PV1,
DDR Shoppers World 1,solar,solar,PP,US,1.3,,,,,,2017,,, ,42.300745,-71.396228,,PV1,
Spartan 1,solar,solar,PP,US,8.3,,,,,,2017,,, ,40.047769,-74.616461,,PV1,
Meadow Solar 1,solar,solar,PP,US,3,,,,,,2016,,, ,42.230095,-71.133341,,PV1,
Cedarville CSG 1,solar,solar,PP,US,0.5,,,,,,2017,,, ,41.802697,-70.549809,,PV1,
Cedarville CSG 2,solar,solar,PP,US,1,,,,,,2017,,, ,41.802697,-70.549809,,PV2,
Cedarville CSG 3,solar,solar,PP,US,1,,,,,,2017,,, ,41.802697,-70.549809,,PV3,
Freeze Solar 1,solar,solar,PP,US,1.5,,,,,,2013,,,2028,40.376292,-74.527849,,PV1,
PPA Grand 1,other,battery,Store,US,2,,,,,,2016,,, ,33.691,-117.833,,PE101,
"Roper Farm, LLC 1",solar,solar,PP,US,5,,,,,,2015,,, ,35.187475,-81.440717,,1,
Pfizer Peapack Solar 1,solar,solar,PP,US,6.2,,,,,,2016,,, ,40.711882,-74.663434,,7934,
Holland Solar 1,solar,solar,PP,US,3,,,,,,2015,,, ,40.599743,-75.108622,,PV1,
Victory Solar LLC 1,solar,solar,PP,US,12.8,,,,,,2016,,, ,39.795,-104.433,,PV1,
L'Oreal Franklin 1,solar,solar,PP,US,1,,,,,,2012,,, ,40.487906,-74.521366,,PV1,
L'Oreal Monmouth 1,solar,solar,PP,US,2,,,,,,2013,,, ,40.400273,-74.504689,,PV1,
Gila River Power Block 2 1,CCGT,CCGT,PP,US,174,,,,,,2003,,, ,32.975,-112.694444,,CTG3,
Gila River Power Block 2 2,CCGT,CCGT,PP,US,174,,,,,,2003,,, ,32.975,-112.694444,,CTG4,
Gila River Power Block 2 3,CCGT,CCGT,PP,US,271,,,,,,2003,,, ,32.975,-112.694444,,ST10,
Lower Cape May HS 1,solar,solar,PP,US,1.5,,,,,,2012,,, ,38.976718,-74.906513,,PV1,
